Domain,Competitor Relevance,Common Keywords,Organic Keywords,Organic Traffic,Organic Cost,Adwords Keywords
gcssd.org,0.0009318078,23,6615,7461,1476.00,0
nh.gov,0.0009315909,77,627374,648532,891076.00,0
saddlespace.org,0.00093086885,29,17008,5277,2313.00,0
lansingschools.org,0.00093027746,19,4300,3387,4205.00,0
usefulenglish.ru,0.00092981494,28,11823,14537,4935.00,0
wordlayouts.com,0.0009297494,16,5871,4286,9493.00,0
carrotsareorange.com,0.00092916086,28,25458,25662,16684.00,0
paps.net,0.00092875643,21,11865,26668,25702.00,0
secondaryenglishcoffeeshop.blogspot.com,0.0009285814,16,2071,809,661.00,0
wcskids.net,0.0009271399,16,5778,33389,26589.00,0
uek12.org,0.0009268991,22,14169,14033,2839.00,0
educationgalaxy.com,0.0009267653,25,6795,252168,703771.00,0
teacherstakeout.com,0.0009258679,16,681,321,53.00,0
greatmiddleschools.org,0.00092498085,18,1008,497,156.00,0
the-writers-craft.com,0.00092474534,20,525,651,189.00,0
lizs-early-learning-spot.com,0.0009229674,21,4514,1071,250.00,0
thinkfluency.com,0.0009215443,28,335,201,125.00,0
kcedventures.com,0.0009212279,23,10368,15775,27697.00,0
plusd.org,0.0009203167,18,1825,1394,953.00,0
clevehill.org,0.0009199338,8,5195,3766,1157.00,0
smore.com,0.0009197036,51,287925,259353,414002.00,45
sinergija.edu.ba,0.0009193765,25,663,296,29.00,0
scatteredthoughtsofacraftymom.com,0.0009189282,20,61597,75466,43012.00,0
everyschool.co.uk,0.0009188161,20,1632,501,7.00,0
smittenwithfirstblog.com,0.0009179903,25,1821,412,56.00,0
homeschoolcreations.com,0.0009177149,27,2943,2362,407.00,0
english-grammar-today.com,0.0009174204,30,808,195,5.00,0
printabletreats.com,0.00091684965,20,3322,3267,652.00,0
theautismhelper.com,0.0009166664,23,11347,7482,8705.00,0
compassion.com,0.00091646693,39,70284,225919,323471.00,529
ccsd.k12.wy.us,0.00091622217,20,9113,18718,17617.00,0
gcsnc.com,0.000915305,28,67062,213625,370716.00,0
theliterarymaven.com,0.0009150633,29,4967,2324,803.00,0
leeandlow.com,0.0009150071,30,34684,18882,9474.00,0
growingcuriousminds.com,0.00091389293,13,1968,302,177.00,0
wtps.org,0.00091199024,26,33515,35772,33190.00,0
collectivenouns.biz,0.0009111265,30,1443,2141,23.00,0
scilearn.com,0.00091098587,27,7535,44716,36670.00,6
englishcentres.co.uk,0.000910638,30,9267,18367,4151.00,0
nasdschools.org,0.00091051246,21,6795,15076,9653.00,0
gavilan.edu,0.00091037294,24,24190,38253,59080.00,0
fs.blog,0.0009100037,28,74042,217800,264480.00,0
esy.es,0.000909409,29,780940,17572,6315.00,0
cisd.org,0.0009084222,18,17108,16431,13712.00,0
mes-games.com,0.0009080335,21,4258,1700,883.00,0
k8schoollessons.com,0.00090735283,22,5292,5971,4258.00,0
gamberettis.com,0.0009069416,21,684169,4043,3054.00,0
writingtemplates.net,0.0009065512,21,187,185,55.00,0
wordquests.info,0.00090620044,28,4802,4454,391.00,0
extraworksheets.com,0.00090584665,12,63,34,49.00,0
test-english.com,0.00090453034,21,7289,2943,615.00,0
educationcorner.com,0.0009045209,36,53665,76302,406025.00,0
thecraftyclassroom.com,0.00090244465,25,8705,5133,2371.00,0
bookrags.com,0.0009022194,77,319807,484917,147523.00,3206
ukessaynow.com,0.0009012971,19,1570,484,55.00,0
unit3english.blogspot.com,0.00089990656,20,900,123,1.00,0
mbauniverse.com,0.00089867413,26,29347,36745,23291.00,0
nwp.org,0.0008982888,24,18021,11192,4811.00,0
cjr.org,0.00089821185,38,190105,282899,527253.00,0
hookedonphonics.com,0.0008976318,22,5282,44490,61965.00,29
upenn.edu,0.00089483947,172,2011954,2307792,5112703.00,143
bccampus.ca,0.0008937437,32,69770,60750,31371.00,0
accuteach.com,0.00089271704,20,1859,856,548.00,0
d2wldr9tsuuj1b.cloudfront.net,0.00089218066,17,36104,5550,3221.00,0
harcoboe.net,0.00089056604,25,5585,17497,2872.00,0
hardydiagnostics.com,0.00088959443,30,26743,43248,25436.00,0
eliteediting.com,0.00088948925,28,3042,12540,6685.00,0
thereflectiveeducator.com,0.0008882624,20,2031,910,286.00,0
geographics.com,0.0008882568,26,12243,5094,4846.00,0
scoe.net,0.0008877599,24,12961,15008,22991.00,0
skokie68.org,0.0008873809,18,1990,4611,825.00,0
schoolinsites.com,0.00088664464,33,96873,174962,85100.00,0
hpsd.org,0.00088655757,16,1461,1032,106.00,0
academiaschool.edu,0.00088611606,24,307,275,150.00,0
mapleschools.com,0.0008860178,22,9029,8831,3962.00,0
rcsdk12.org,0.0008858491,24,57495,82900,90676.00,0
antonym.com,0.0008853661,36,19357,23486,16335.00,0
smmusd.org,0.0008836189,31,17577,61534,62709.00,0
richmondstreet.org,0.0008831623,17,1371,1203,572.00,0
ishouldbemoppingthefloor.com,0.0008827773,21,13715,7891,4096.00,0
curriculum.gov.mt,0.0008814154,19,3845,2075,183.00,0
thepoetsgarret.com,0.00088135316,25,2139,2090,718.00,0
thewindlike.blogspot.com,0.0008808875,16,270,290,195.00,0
swarthmore.edu,0.0008793418,29,147734,190092,160714.00,0
theclassroomcreative.com,0.00087735156,24,3921,2019,580.00,0
rale.k12.wv.us,0.00087727647,21,5263,12997,16528.00,0
bobbooks.com,0.0008770701,19,1283,12122,3392.00,0
readcharlotte.org,0.0008766714,22,1234,1807,1900.00,1
begintoread.com,0.0008759519,21,573,1799,2725.00,0
eduncle.com,0.00087566103,37,39546,27283,3065.00,1
nharv.com,0.00087522017,23,227,249,104.00,0
kittybabylove.com,0.00087516045,24,4978,3798,1033.00,0
analyticalgrammar.com,0.0008750573,30,1385,4316,1940.00,0
thinksrsd.com,0.0008748244,25,2687,2013,590.00,0
wordy.com,0.00087467243,23,4286,10682,29110.00,4
oxon.sch.uk,0.0008725542,14,13380,5545,116.00,0
wordmaker.info,0.00087233784,40,61597,115977,65563.00,0
kingofalltechnology.com,0.00087222236,22,2238,1416,127.00,0
wordnik.com,0.00087215,92,361499,923163,254968.00,0
essaydragon.com,0.0008718188,27,8306,17428,14998.00,0
ok.gov,0.0008717747,74,730024,1483392,1561498.00,0
psu.edu,0.00086951675,351,4783820,4324584,10797226.00,17640
cooljugator.com,0.0008693118,39,26226,29028,9028.00,0
hanoverarea.org,0.0008687181,15,7825,12635,3851.00,0
nsta.org,0.00086870196,32,146596,82793,69718.00,10
englishlanguageguide.com,0.00086857984,21,805,908,827.00,0
myokapi.com,0.00086844346,19,1902,658,93.00,0
diyhomeschooler.com,0.0008683999,19,4018,1656,1305.00,0
factsumo.com,0.0008673416,25,3186,1073,352.00,0
printerprojects.com,0.00086674286,33,3627,9213,4411.00,0
vcsd.k12.ny.us,0.0008667409,21,12373,29251,43026.00,0
kahoot.com,0.00086623454,26,85372,5181338,4078938.00,1
bios-school.org,0.0008658264,19,785,133,40.00,0
ayeletkeshet.com,0.000862363,22,831,361,117.00,0
cloreautomotive.com,0.0008621672,20,10572,13000,6988.00,0
learninglandscape.com,0.0008616027,39,188,193,11.00,0
reachtoteachrecruiting.com,0.00086140976,25,12278,8694,5222.00,0
preschool-plan-it.com,0.0008611378,32,38002,57763,50996.00,0
6seconds.org,0.0008599537,31,13321,19494,16568.00,2
lawlessfrench.com,0.0008598421,33,56329,191477,52352.00,0
aturntolearn.com,0.00085964316,21,5093,1229,3557.00,0
scientificpsychic.com,0.0008596388,25,14164,13658,12150.00,0
crunchgrade.com,0.00085898716,24,1998,904,968.00,0
agradeahead.com,0.0008588552,16,2482,2716,3919.00,0
spellingbee.ninja,0.00085844676,27,792,486,404.00,0
teachallkids.com,0.0008580487,15,1003,316,31.00,0
ebdesilva.org,0.00085799955,29,856,237,714.00,0
sentencechecker.com,0.0008574678,18,2171,22819,57130.00,0
easyliteracy.com,0.00085544126,25,1093,452,27.00,0
projectlearnet.org,0.0008514607,17,1581,5515,483.00,0
icaltefl.com,0.0008514216,16,2715,1281,253.00,0
csub.edu,0.00085124624,32,120527,213685,148248.00,11
gemmlearning.com,0.00085118104,17,2906,8551,27843.00,3
learningtogive.org,0.00085041986,22,44857,68953,104500.00,0
pdffiller.com,0.0008502703,204,1320759,1193716,1420420.00,7978
campbell.k12.ky.us,0.00084944174,26,17670,14721,3634.00,0
dyslexia.me,0.00084942457,22,243,167,98.00,0
susancanthony.com,0.00084906654,15,2598,1069,559.00,0
endeavorcharterschool.com,0.0008480677,11,3070,2716,5990.00,0
ot-mom-learning-activities.com,0.0008469747,22,10471,18571,7674.00,0
pageborders.net,0.0008467918,28,2769,11246,2076.00,0
psdschools.org,0.0008465421,29,34234,149752,144922.00,0
digitalsynopsis.com,0.0008463965,30,52832,136651,132448.00,0
phoenixacademyomaha.org,0.00084598514,19,532,759,3340.00,0
bookworm4kids.com,0.00084585405,31,3022,641,336.00,0
thelawofattraction.com,0.00084546686,38,73513,293630,265730.00,0
mycollegesuccessstory.com,0.0008453665,21,1873,1070,248.00,0
blurts.wordpress.com,0.0008446481,26,485,1437,25.00,0
rvrhs.com,0.0008444763,17,9262,13420,2977.00,0
kinderart.com,0.0008442821,31,49236,52809,33687.00,0
1plus1plus1equals1.net,0.0008438895,23,7390,2489,470.00,0
planbookedu.com,0.00084347656,22,885,11409,4591.00,1
lessonenglishgrammar.com,0.0008432124,20,1341,301,15.00,0
icanteachmychild.com,0.00084299245,31,40168,29925,30848.00,0
beneylu.com,0.00084208726,21,5021,2362,1655.00,0
commongroundinternational.com,0.0008402335,21,6603,5985,2890.00,6
smartconnection.net,0.00083955424,23,231,50,128.00,0
seaford.k12.ny.us,0.00083929254,21,11893,12843,6979.00,0
sparklinginsecondgrade.com,0.00083838415,15,1181,533,490.00,0
actionalphabet.com,0.0008377828,28,3017,14754,3156.00,0
somersetwm.com,0.0008371739,18,656,426,352.00,0
ontariotraining.net,0.0008369445,27,6638,21647,10863.00,0
npsd.k12.nj.us,0.000836533,15,21119,23670,5169.00,0
stclair.k12.il.us,0.0008360542,30,5907,3023,631.00,0
collaborativelearning.org,0.0008357598,26,4465,1065,275.00,0
hojosteachingadventures.com,0.00083528244,28,1533,217,48.00,0
spanish411.net,0.0008343687,26,26137,19472,4485.00,0
pernillesripp.com,0.00083425955,19,7358,7305,3858.00,0
kellyskindergarten.com,0.00083375524,24,3130,1337,2485.00,0
printpaper.us,0.0008337342,26,164,19,10.00,0
makinglearningfun.com,0.000832868,28,13265,14873,4683.00,0
3plearning.com,0.0008310495,21,16044,10970,11205.00,1
mdirss.org,0.00083075144,13,463,551,35.00,0
anokaramsey.edu,0.00083044014,21,22943,40608,48019.00,0
airast.org,0.00083014055,25,28721,335102,276007.00,0
pk1homeschoolfun.com,0.00082926534,17,522,49,17.00,0
explicitinstruction.org,0.0008287761,13,921,1434,501.00,0
ichild.co.uk,0.0008284849,14,9757,33563,32390.00,0
uoa.gr,0.0008280832,24,19446,7771,4502.00,0
frogsfairiesandlessonplans.com,0.00082767097,22,598,248,14.00,0
hkedcity.net,0.00082764344,21,16841,6226,1856.00,0
englishvocabularyexercises.com,0.0008270003,20,4008,1013,416.00,0
desotoisd.org,0.0008263535,18,14451,34933,25793.00,0
funtrivia.com,0.00082609255,68,502422,614296,192739.00,0
clinton.k12.ky.us,0.0008257037,14,4166,2725,1238.00,0
frugalmomeh.com,0.0008256875,18,21706,9594,2366.00,0
homeschool-curriculum.org,0.0008229865,21,3184,1129,4396.00,0
greatexpectations.org,0.0008226073,24,7687,9071,2616.00,0
desiquintans.com,0.0008223364,22,1696,3476,2596.00,0
treevalleyacademy.com,0.00082227145,20,764,881,653.00,0
authorlearningcenter.com,0.0008222051,28,9475,19511,18936.00,0
gcsc.k12.in.us,0.000822198,15,5611,10984,5169.00,0
mobap.edu,0.00082219363,24,17480,28005,63037.00,0
whimsyworkshopteaching.com,0.000821496,21,4126,828,353.00,0
kent.sch.uk,0.0008213948,17,38018,17058,1661.00,0
docplayer.net,0.000821342,54,936302,70689,41762.00,0
italki.com,0.000821171,48,152203,348648,83074.00,5
dentonisd.org,0.0008210027,30,61648,141024,122866.00,0
theeducatorsspinonit.com,0.000820941,29,41996,17019,9682.00,0
resourceroom.net,0.00081965537,24,2471,4957,637.00,0
marthabianco.com,0.00081897504,16,394,147,45.00,0
boun.edu.tr,0.0008178727,20,20861,12640,1907.00,0
englishbooks.jp,0.0008171599,19,1528,524,87.00,0
kidzsearch.com,0.0008170644,38,219005,152481,92718.00,1
summerskills.com,0.000817042,13,1493,1323,466.00,0
geneseo.edu,0.00081655325,28,82418,125010,190222.00,0
lemongrad.com,0.0008159389,33,10638,12918,4271.00,0
cusd.com,0.0008154045,20,27947,137339,185746.00,0
armstrong.edu,0.0008148075,24,25573,23586,31958.00,0
writingcenter-csraresa.net,0.00081464153,18,502,372,60.00,0
akronschools.org,0.0008136236,19,7252,6858,5833.00,0
ministry-to-children.com,0.0008136135,35,87176,162221,134470.00,0
teacherkarma.com,0.0008131888,20,1655,819,126.00,0
aspenflyingclub.com,0.00081138883,17,32733,7155,10247.00,0
plt.org,0.00081096636,28,19756,13638,14672.00,65
inksandpens.com,0.0008106908,24,677,430,111.00,0
finalsite.net,0.0008093687,19,105030,33622,25097.00,0
routledge.com,0.00080922677,22,264174,59930,19192.00,40
sheppardsoftware.com,0.00080852973,42,154249,597721,747785.00,0
antonymsfor.com,0.0008083339,34,28664,80598,21391.00,0
editingandwritingservices.com,0.00080792315,26,4027,16902,33174.00,0
bisd303.org,0.0008076169,25,20466,28741,14601.00,0
firstcry.com,0.0008074135,90,692111,490288,453516.00,195
thesaurus.net,0.0008073147,49,90010,486784,131317.00,0
verbix.com,0.0008072625,37,20505,48856,19986.00,0
makebeliefscomix.com,0.00080717093,28,5189,22153,37574.00,0
talkingtreebooks.com,0.0008071066,21,3423,20278,9558.00,0
wondermomwannabe.com,0.000805587,16,27240,25713,18070.00,0
effectiviology.com,0.0008055731,29,7900,29613,8541.00,0
freelancewriting.com,0.00080546655,27,25624,38753,126019.00,0
thechirpingmoms.com,0.00080540695,16,16120,5655,2594.00,0
clipart-library.com,0.0008053283,115,520559,2309232,784438.00,0
ltn.lv,0.0008050971,29,2176,2297,344.00,0
latin-dictionary.net,0.0008041676,31,23757,69969,34425.00,0
essaytigers.com,0.00080379145,23,11995,34760,45796.00,0
sporcle.com,0.0008013109,76,710784,1267728,639612.00,0
games4gains.com,0.0008011428,24,2751,1145,487.00,0
differencebetween.com,0.00080024346,34,54058,35431,8789.00,0
umanitoba.ca,0.00080019323,35,192817,81552,83792.00,0
saddleback.edu,0.00080009724,30,89071,138092,282559.00,3
rpsar.net,0.00079960196,6,1029,230,4.00,0
hobbylark.com,0.0007994144,50,213650,707199,380695.00,0
acadiau.ca,0.0007989549,17,18126,13004,10506.00,0
steampoweredfamily.com,0.00079891906,31,50908,37970,38386.00,0
simplefunforkids.com,0.0007986892,19,5004,2167,1480.00,0
biblionasium.com,0.0007986777,15,2894,9073,18238.00,0
thefirstgraderoundup.com,0.0007980001,22,767,344,60.00,0
boyceville.k12.wi.us,0.0007978745,12,668,1070,218.00,0
canyonsdistrict.org,0.00079719437,17,23366,116308,239145.00,0
vipkid.com.cn,0.00079714524,27,9694,25195,36847.00,0
springlakeschools.org,0.00079702924,15,1715,4113,3855.00,0
ohio.k12.ky.us,0.00079657644,18,9724,8871,1604.00,0
frsd.k12.nj.us,0.0007958765,19,13906,13319,12456.00,0
carrollwooddayschool.org,0.0007950979,23,7058,3887,2730.00,0
lsac.org,0.00079507823,24,53860,339808,2008156.00,150
olc.edu,0.00079507165,17,2802,4280,188.00,0
beatingdyslexia.com,0.0007949429,19,1912,2513,1367.00,0
clintonokschools.org,0.0007949012,20,3254,4390,1301.00,0
macmillanenglish.com,0.0007941677,22,12473,6730,1516.00,0
jstor.org,0.00079355604,494,7062050,2285499,1221095.00,0
scholastic.co.uk,0.0007931008,23,49018,12459,1962.00,0
matrix.edu.au,0.00079284265,30,10115,9173,3161.00,0
webexhibits.org,0.0007924687,35,47038,260567,287791.00,0
literacytrust.org.uk,0.0007924199,17,6277,1985,935.00,4
shcsd.org,0.00079197297,19,1990,2300,1159.00,0
earlychildhoodeducationzone.com,0.00079107605,22,16783,18656,50898.00,0
6thgradespelling.com,0.0007908998,30,227,522,1038.00,0
learn4yourlife.com,0.0007899829,21,1521,1152,294.00,0
realiaproject.org,0.0007899157,17,3899,6245,12940.00,0
schoolsofwestfield.org,0.0007890614,18,6377,7866,12329.00,0
wordcentral.com,0.0007875788,35,53659,227675,95141.00,0
edu-negev.gov.il,0.00078705914,14,2185,809,42.00,0
ucsb.edu,0.00078676257,94,879133,1468249,1969843.00,0
keaukahaelementary.com,0.00078668137,16,300,378,961.00,0
bergen.org,0.0007864927,17,10573,19012,19037.00,0
usf.edu,0.00078553613,97,1031773,1548844,3205786.00,127
english-test.net,0.00078521547,19,12527,1702,1282.00,0
leveledliteracy.org,0.00078477897,22,156,90,106.00,0
dyslexia-reading-well.com,0.00078375946,18,7108,13304,12643.00,0
engelsklaslokaal.nl,0.00078194874,20,1171,241,30.00,0
momjunction.com,0.0007817204,119,810345,1842078,977170.00,0
grammarphobia.com,0.0007810784,33,38129,167850,165894.00,0
lingokids.com,0.0007807536,27,29471,62111,20321.00,6
freeprintable.net,0.0007800877,23,4165,3353,3197.00,0
theproblemsite.com,0.0007798773,23,14204,19810,22101.00,0
edulastic.com,0.0007794056,26,11373,139713,330422.00,0
helpfulprofessor.com,0.0007791015,14,6029,3706,6817.00,0
somerset.k12.md.us,0.0007789107,14,4678,6438,8761.00,0
pathosethoslogos.com,0.0007783646,28,1519,81519,144873.00,0
2nd-grade-math-salamanders.com,0.00077822356,26,9342,11692,2477.00,0
homemade-preschool.com,0.0007779762,24,4391,10062,6263.00,0
grabmyessay.com,0.0007772596,26,3704,3955,3760.00,0
bonduel.k12.wi.us,0.0007769196,13,1778,3454,156.00,0
grammarpunk.com,0.000776256,25,509,217,4.00,5
hinative.com,0.0007756671,97,529944,1153356,283003.00,0
mathgames.com,0.0007754051,18,47040,237205,378256.00,0
weteachnyc.org,0.00077539,21,8695,11930,13167.00,0
studyvillage.com,0.00077493786,17,3195,974,65.00,0
educationandbehavior.com,0.0007744749,21,10156,4183,6118.00,0
spaceshipsandlaserbeams.com,0.0007742499,26,75827,121521,61653.00,0
commoncorekingdom.com,0.0007741242,15,539,11,9.00,0
aminghori.blogspot.com,0.00077327644,27,1878,748,67.00,0
tefl.net,0.00077315286,20,17136,9005,5088.00,0
onlinenisha.com,0.0007729694,35,584,54,0.00,0
ernweb.com,0.0007729111,25,8708,3027,1805.00,0
nastarans.com,0.0007728775,23,1004,244,114.00,0
freeprintablebookmarks.net,0.0007722695,19,107,229,166.00,0
marketlive.com,0.00077084824,24,18327,20437,20816.00,0
mathchimp.com,0.0007700443,18,4865,3710,5350.00,0
storyjumper.com,0.00076904055,25,52317,60178,87019.00,0
laurarandazzo.com,0.00076877035,16,1502,575,303.00,0
writerscentre.com.au,0.0007685896,27,9466,12336,9490.00,2
kids-pages.com,0.0007683647,21,4036,5889,2583.00,0
english-grammar-lessons.co.uk,0.0007678904,25,820,366,32.00,0
mnstate.edu,0.0007668884,29,133727,151950,187760.00,0
quora.com,0.0007653271,4063,28308121,53492184,33971983.00,0
daniel-wong.com,0.00076508423,29,14125,20468,11204.00,0
crossref-it.info,0.0007649509,21,24215,17753,4464.00,0
verywellfamily.com,0.00076461415,224,1459150,4946092,5359570.00,0
timeforkids.com,0.0007645678,21,23839,79221,280140.00,0
writing-world.com,0.00076438324,25,15122,13834,23466.00,0
stockton.edu,0.0007638856,18,58696,124643,86784.00,43
kindergartenchaos.com,0.0007634373,20,3202,2641,1143.00,0
miqrogroove.com,0.0007633649,22,833,510,118.00,0
ablongman.com,0.00076323847,21,13718,8217,2023.00,0
cornelsen.de,0.0007631176,13,4227,2176,22.00,23
macmillaninspiration.com,0.0007629513,19,2114,715,0.00,0
readingsimplified.com,0.00076239073,22,2850,785,198.00,0
twinkl.ca,0.00076220895,22,7732,345,1.00,0
minford.k12.oh.us,0.0007621964,15,2153,2889,204.00,0
getfreewrite.com,0.00076211354,21,5691,22825,43836.00,7
academypublication.com,0.000761824,21,42857,5147,675.00,0
paperell.com,0.00076152803,22,4703,6615,16969.00,0
ellingtonpublicschools.org,0.0007605941,18,3506,5549,3606.00,0
tweentribune.com,0.00076019746,22,33917,24718,36722.00,0
sterling.edu,0.00076019246,19,6237,9963,8960.00,6
advanced-english-grammar.com,0.00076010916,20,1456,802,562.00,0
fluentland.com,0.0007587104,22,13413,31660,7331.00,0
insurquotes.club,0.00075865263,16,2279,435,32.00,0
meritnation.com,0.0007586267,36,159605,42421,1982.00,0
ecac-parentcenter.org,0.00075789436,17,2336,927,279.00,0
pthsd.k12.nj.us,0.00075768435,17,10371,26292,49515.00,0
edu.pe.ca,0.00075734477,27,46310,79281,38547.00,0
spiralwarmups.com,0.0007569721,24,637,269,146.00,0
cip.education,0.0007562167,16,319,1140,3826.00,0
writetotop.com,0.00075584266,25,935,356,0.00,0
mypearsontraining.com,0.0007550462,18,5644,61583,73173.00,0
dominicancaonline.com,0.0007545823,23,4611,1585,5825.00,4
funin5thgrade.com,0.00075428665,21,1019,376,226.00,0
encouragingmomsathome.com,0.0007529741,22,15341,6990,8483.00,0
gulfportschools.org,0.0007526151,19,9334,13254,8533.00,0
cms.k12.nc.us,0.00075176195,13,29347,111504,319032.00,0
pearson.co.jp,0.0007514538,16,7834,4297,903.00,0
pdsd.org,0.000750828,18,12874,13374,11240.00,0
teachyourmonstertoread.com,0.00075034244,19,10202,57458,38280.00,324
sanger.k12.ca.us,0.0007495396,13,2954,12810,17436.00,0
buncombeschools.org,0.00074944366,27,61845,76654,33081.00,0
cambridgeprimary.co.nz,0.00074905355,11,261,136,21.00,0
dlb.sa.edu.au,0.00074888556,5,5306,1629,699.00,0
collierschools.com,0.0007477358,24,36489,235511,915653.00,0
firstieland.com,0.00074748805,21,1421,202,40.00,0
everett.k12.wa.us,0.00074641703,17,7183,3179,2577.00,0
learningyay.com,0.00074638036,20,251,30,18.00,0
lovemyschool.net,0.0007463111,11,597,170,574.00,0
utah.gov,0.00074543897,96,1120100,1946093,2699654.00,4
